	avg_B cell	avg_Dendritic cell	avg_Monocyte	avg_NK cell	avg_T cell
ARPC5L	0.5377362966537476	0.5489003658294678	0.28264322876930237	1.5193977355957031	0.641552746295929
LINC01272	0.03386508300900459	2.1768221855163574	0.9965978264808655	0.050929609686136246	0.060832537710666656
KLRG1	0.08377718180418015	0.06932685524225235	0.05627243593335152	1.0926910638809204	0.5220186114311218
HOXB2	0.0916822999715805	0.07973220199346542	0.05178207904100418	0.44956478476524353	0.33222439885139465
GLT1D1	0.006921559106558561	0.08929108828306198	0.23044811189174652	0.029268309473991394	0.006924319546669722
SH2D1B	0.005375881679356098	0.32004010677337646	0.01165748294442892	0.8038044571876526	0.014307910576462746
SMIM14	1.0042481422424316	0.7337525486946106	0.4624127149581909	0.30956733226776123	0.20618024468421936
POU2F2	1.2219475507736206	1.7906363010406494	0.987456738948822	0.2325560599565506	0.4230748116970062
LRRC25	0.05011994391679764	1.7845721244812012	0.6449652314186096	0.02910291589796543	0.07751265168190002
HLA.DQB1	2.437086343765259	2.237217664718628	1.9881527423858643	0.6162766814231873	0.6275715827941895
SPN	0.09952922910451889	1.582708716392517	0.5311263799667358	1.2094014883041382	0.5599241852760315
ACER3	0.05579884350299835	0.3863207697868347	0.33756402134895325	0.0661223754286766	0.06757832318544388
APOL6	0.053255848586559296	0.5482494235038757	0.2674374282360077	0.4791422486305237	0.300896018743515
LDLRAP1	0.19767314195632935	0.08008143305778503	0.13745005428791046	0.27872005105018616	0.8861872553825378
ANXA4	0.4335595965385437	0.887689471244812	0.3439445495605469	0.4844435751438141	0.1773267388343811
SPON2	0.03957108408212662	0.12911759316921234	0.035163067281246185	1.7660763263702393	0.15707279741764069
TNFAIP2	0.03200894221663475	0.9103233814239502	0.9085232019424438	0.007340380921959877	0.07721154391765594
LCP2	0.11394323408603668	0.9066722989082336	0.5043035745620728	0.5581413507461548	0.4954115152359009
SLC43A2	0.25642266869544983	1.0141764879226685	0.4967361390590668	0.06456250697374344	0.08305424451828003
UNC119	0.3115170896053314	1.3228120803833008	0.328919917345047	0.3299102783203125	0.24305866658687592
NUCB2	0.132588192820549	0.17762303352355957	0.222123920917511	0.6892164349555969	0.748640775680542
SUN2	0.8150745034217834	0.9972392320632935	0.44149768352508545	1.8966939449310303	1.4451582431793213
SEL1L3	0.6065694689750671	0.05966328829526901	0.033943481743335724	0.11615318804979324	0.15355928242206573
RGS10	0.3404404819011688	1.2390398979187012	0.9538619518280029	0.3503740429878235	1.3380157947540283
PTPN6	1.2186559438705444	2.1250405311584473	1.013818621635437	1.2429304122924805	0.8208705186843872
CD68	0.14127494394779205	2.258450746536255	1.5930554866790771	0.05815454572439194	0.1403457075357437
IL6R	0.04953906312584877	0.31031060218811035	0.45371443033218384	0.05062684789299965	0.3320336639881134
