	avg_B cell	avg_Dendritic cell	avg_Monocyte	avg_NK cell	avg_T cell
LINC01272	0.03386508300900459	2.1768221855163574	0.9965978264808655	0.050929609686136246	0.060832537710666656
SH2D1B	0.005375881679356098	0.32004010677337646	0.01165748294442892	0.8038044571876526	0.014307910576462746
GLT1D1	0.006921559106558561	0.08929108828306198	0.23044811189174652	0.029268309473991394	0.006924319546669722
MMP17	0.14267364144325256	0.11803951114416122	0.07680714130401611	0.0	0.00625281035900116
CLMN	0.10185166448354721	0.02024257183074951	0.18400807678699493	0.014727793633937836	0.01032591424882412
LRRC25	0.05011994391679764	1.7845721244812012	0.6449652314186096	0.02910291589796543	0.07751265168190002
VNN3	0.0	0.0	0.09894018620252609	0.0	0.00046660128282383084
MEG3	0.005527812521904707	0.35550016164779663	0.006536087952554226	0.0	0.00704404478892684
MMP23B	0.010792691260576248	0.010246102698147297	0.007758656982332468	0.43962031602859497	0.03901442140340805
RP11.589C21.6	0.03433145582675934	0.009413118474185467	0.005231506656855345	0.14688971638679504	0.09880704432725906
HP	0.001809323555789888	0.0	0.09044039994478226	0.0	0.0023106993176043034
SPON2	0.03957108408212662	0.12911759316921234	0.035163067281246185	1.7660763263702393	0.15707279741764069
TNFAIP2	0.03200894221663475	0.9103233814239502	0.9085232019424438	0.007340380921959877	0.07721154391765594
RP11.960L18.1	0.19851328432559967	0.08846964687108994	0.04786519706249237	0.03609686344861984	0.003943157847970724
TNFAIP6	0.0018375975778326392	0.009986204095184803	0.1061682477593422	0.0	0.0013382413890212774
CD68	0.14127494394779205	2.258450746536255	1.5930554866790771	0.05815454572439194	0.1403457075357437
CD4	0.08355303108692169	1.253101110458374	0.9911566972732544	0.042781803756952286	0.33395835757255554
MNDA	0.2644055187702179	2.0479493141174316	2.3659627437591553	0.17627815902233124	0.23900152742862701
TNFRSF17	0.18136578798294067	0.0	0.0026536183431744576	0.0	0.006512061692774296
RP11.1143G9.4	0.1566973477602005	1.1000128984451294	2.3783814907073975	0.1322944462299347	0.25104883313179016
AC006369.2	0.01552518829703331	0.0	0.007870739325881004	0.1622256487607956	0.1801910698413849
NEURL1	0.010675686411559582	0.6816194653511047	0.053021855652332306	0.014705943875014782	0.020139826461672783
TCL1A	1.6250027418136597	0.20870260894298553	0.12165959179401398	0.08293358981609344	0.11201216280460358
TIMP2	0.03177304193377495	0.5432366132736206	0.7119254469871521	0.014169959351420403	0.05450575798749924
IGLC2	1.1119242906570435	0.11998246610164642	0.10153273493051529	0.09549577534198761	0.10741645097732544
PTGDR2	0.0016887675737962127	0.2871783375740051	0.0025401227176189423	0.0	0.015138977207243443
CX3CR1	0.019545216113328934	1.103305697441101	0.5127130746841431	0.8625089526176453	0.08134766668081284
GZMA	0.14203566312789917	0.11857197433710098	0.16971249878406525	2.3349714279174805	0.7180992960929871
MPEG1	0.3388470709323883	1.5353562831878662	1.4711881875991821	0.05056620389223099	0.10727672278881073
SLC25A4	0.07991830259561539	0.009989667683839798	0.00532645033672452	0.08044026046991348	0.08773348480463028
TMEM176B	0.030122807249426842	0.6691381931304932	0.41485148668289185	0.0	0.021491337567567825
IL2RB	0.06507588922977448	0.03899769112467766	0.05458301305770874	1.8159805536270142	0.3029751181602478
SECTM1	0.012056153267621994	0.8251069188117981	0.22920788824558258	0.021713312715291977	0.02199598401784897
EBF1	0.3306623697280884	0.0	0.002531615551561117	0.0073315855115652084	0.004137415438890457
IL1B	0.06890765577554703	0.7564652562141418	1.3166979551315308	0.07338570803403854	0.137250155210495
AC079767.4	0.3124505579471588	0.019484743475914	0.005145312752574682	0.007389384787529707	0.006395281292498112
CD36	0.04699060693383217	0.49488455057144165	1.5371038913726807	0.05124043673276901	0.10310450941324234
FOLR3	0.0036943801678717136	0.029379727318882942	0.27622783184051514	0.0	0.003620099276304245
FAM102A	0.15318067371845245	0.01998833380639553	0.04392703250050545	0.05075719952583313	0.48716652393341064
CD72	0.8113048672676086	0.019805192947387695	0.04034886136651039	0.1097978949546814	0.04510612040758133
MARCH1	1.2235102653503418	1.03762686252594	0.9074937105178833	0.05048736557364464	0.0853874534368515
MCEMP1	0.010784787125885487	0.02978275902569294	0.28449782729148865	0.0	0.008624257519841194
ABCC3	0.012295608408749104	0.45417141914367676	0.1415610909461975	0.007039037998765707	0.013207570649683475
UPK3A	0.003594400826841593	0.21805426478385925	0.2150583565235138	0.0	0.050279855728149414
IFIT3	0.050555940717458725	0.4640292525291443	0.09695042669773102	0.08876262605190277	0.028635745868086815
KLRF1	0.033916302025318146	0.04002448916435242	0.0416993647813797	2.1939361095428467	0.1044313982129097
SLC24A4	0.008610289543867111	0.5564450025558472	0.3065739870071411	0.02219998836517334	0.022647211328148842
CKB	0.0037120473571121693	0.5921658873558044	0.013045839965343475	0.0	0.009700569324195385
ZSCAN18	0.31679174304008484	0.029477858915925026	0.027295762673020363	0.25666525959968567	0.2827637791633606
IKZF3	0.6835021376609802	0.08835320174694061	0.04035200551152229	0.5129978060722351	0.3999069035053253
CD226	0.01782875321805477	0.040521278977394104	0.01039334200322628	0.4038894474506378	0.17513659596443176
MS4A6A	0.07379204034805298	0.5728052854537964	1.9190421104431152	0.07396590709686279	0.1450992375612259
LRRK2	0.17484766244888306	0.6240113973617554	0.7750992774963379	0.02864670194685459	0.043684765696525574
PYHIN1	0.08383377641439438	0.049050573259592056	0.02333589270710945	1.402968406677246	0.40289053320884705
KLRB1	0.1839752197265625	0.230769082903862	0.20677639544010162	2.313929557800293	0.6683662533760071
TNIK	0.023173794150352478	0.06924010813236237	0.015487239696085453	0.32988303899765015	0.2820354700088501
BCL11A	0.9294578433036804	0.30753466486930847	0.1538611501455307	0.02174440398812294	0.059552282094955444
LILRA2	0.05643653869628906	1.3490732908248901	0.6292741298675537	0.013940326869487762	0.06852065771818161
MEF2C	1.752002239227295	1.387591004371643	1.1442331075668335	0.1381213366985321	0.10333336144685745
DENND5B	0.12035956233739853	0.00999857671558857	0.006485867314040661	0.0	0.00913095474243164
DOCK5	0.01802058517932892	0.8588824272155762	0.29210883378982544	0.04428422823548317	0.033957164734601974
SPIB	0.9549239277839661	0.04893243685364723	0.02566877380013466	0.02899858169257641	0.04120507836341858
PTGDR	0.015970569103956223	0.019396206364035606	0.01039243582636118	1.2328332662582397	0.13198481500148773
ALDH3B1	0.008981403894722462	0.7190082669258118	0.3006890118122101	0.02220001630485058	0.03260907158255577
ASNS	0.08616448193788528	0.03925485163927078	0.0051374249160289764	0.08617933094501495	0.09386759996414185
CCL4	0.10015864670276642	0.2614372968673706	0.3397062420845032	1.784243106842041	0.3107674717903137
PLPP5	1.1809319257736206	0.16875521838665009	0.0950363352894783	0.14542341232299805	0.13569007813930511
BTK	0.7911401391029358	0.9305102229118347	0.3931697607040405	0.021663760766386986	0.06954432278871536
GRAP2	0.21446089446544647	0.009833206422626972	0.05214652046561241	0.33488884568214417	0.5512264370918274
IGHA1	0.20865947008132935	0.029970863834023476	0.018111683428287506	0.036155059933662415	0.013669378124177456
LINC01013	0.13936828076839447	0.0	0.001293331733904779	0.0	0.0032031743321567774
GATA3	0.0422636941075325	0.019407043233513832	0.035148464143276215	0.48428910970687866	0.4532555043697357
CD27	0.5248875617980957	0.17882408201694489	0.1387738287448883	0.21081040799617767	1.4278225898742676
RP11.693J15.5	0.6760774254798889	0.019649920985102654	0.006456771399825811	0.007303515449166298	0.013400162570178509
VSIG1	0.021371763199567795	0.0	0.0026009101420640945	0.0	0.12568838894367218
CRISPLD2	0.005298153962939978	0.0	0.14481323957443237	0.00738520035520196	0.004943626467138529
SCML4	0.13136738538742065	0.02983587607741356	0.024588117375969887	0.15284933149814606	0.3195067346096039
PTX3	0.0	0.06999756395816803	0.09587609022855759	0.0	0.0050194538198411465
GNG7	0.8751556277275085	0.05096801742911339	0.06004766747355461	0.013864860869944096	0.07906051725149155
DBNDD1	0.11774227768182755	0.0	0.0012872008373960853	0.0	0.009906542487442493
AQP9	0.0018242334481328726	0.019606396555900574	0.12224765866994858	0.0	0.0017722640186548233
RP11.660L16.2	0.22702978551387787	0.019691135734319687	0.05190444737672806	0.22463150322437286	0.32890641689300537
TLR10	0.600171685218811	0.05886827036738396	0.021983947604894638	0.02196461893618107	0.02399676851928234
SLAMF6	0.23579122126102448	0.029469167813658714	0.010277096182107925	0.25403574109077454	0.16141200065612793
CDC42EP1	0.009248008020222187	0.01943349838256836	0.13658331334590912	0.007341025862842798	0.006636252161115408
CD160	0.026914004236459732	0.029067883267998695	0.013049077242612839	1.4453740119934082	0.1479375958442688
C1orf21	0.010847263038158417	0.019582536071538925	0.0181489959359169	0.7477840185165405	0.09096170216798782
CAMK1	0.035452909767627716	1.1855634450912476	0.4664371609687805	0.08691094070672989	0.05853302776813507
PILRA	0.0362326055765152	1.9000433683395386	0.8978593349456787	0.035649508237838745	0.08030863106250763
AOAH	0.026891041547060013	0.8237966299057007	0.6760808229446411	0.6222309470176697	0.1479942947626114
IGHG3	0.2872768044471741	0.009674987755715847	0.0039818244986236095	0.014660612680017948	0.0060007646679878235
CD28	0.024651769548654556	0.0873679369688034	0.020531246438622475	0.021445559337735176	0.3119223117828369
FCER2	1.261936068534851	0.07005496323108673	0.0471416600048542	0.03658004850149155	0.03236425668001175
EPHX2	0.028413092717528343	0.0	0.01287745125591755	0.035597868263721466	0.2654852867126465
CD3D	0.40676212310791016	0.5590177774429321	0.4192347824573517	0.35737544298171997	2.1588940620422363
IFI30	0.1387016773223877	2.0546133518218994	1.2699934244155884	0.04433809593319893	0.11283034086227417
ELANE	0.005321593955159187	0.029759828001260757	0.11646521836519241	0.007325425744056702	0.0031896803993731737
FAM198B	0.01431873720139265	0.3725880980491638	0.600174605846405	0.021258478984236717	0.02153838612139225
KLF4	0.26724234223365784	2.0372776985168457	1.720533013343811	0.16814279556274414	0.19219143688678741
PKHD1L1	0.11380725353956223	0.0	0.0	0.0	0.0013443604111671448
SIGLEC10	0.2118673026561737	1.4608826637268066	0.14102593064308167	0.057657353579998016	0.040711987763643265
IL7R	0.23664267361164093	0.2102167308330536	0.21056467294692993	0.2741411328315735	1.5845714807510376
TSPAN13	0.8934269547462463	0.010223460383713245	0.019634515047073364	0.05775120481848717	0.02060568705201149
FCGR3A	0.06695590913295746	2.3335373401641846	0.15409432351589203	1.8810192346572876	0.15032236278057098
CD79A	2.4059066772460938	0.24794423580169678	0.15424585342407227	0.15550696849822998	0.2216099500656128
CATSPER1	0.014146911911666393	0.02979818359017372	0.3825054168701172	0.23413987457752228	0.017986401915550232
