	avg_B cell	avg_Dendritic cell	avg_Monocyte	avg_NK cell	avg_T cell
LINC00402	0.021371178328990936	0.10393562912940979	0.018057331442832947	0.014305898919701576	0.19297170639038086
LINC01272	0.03386508300900459	0.6535583734512329	0.9965978264808655	0.050929609686136246	0.060832537710666656
KLRG1	0.08377718180418015	0.2961675524711609	0.05627243593335152	1.0926910638809204	0.5220186114311218
SH2D1B	0.005375881679356098	0.06420111656188965	0.01165748294442892	0.8038044571876526	0.014307910576462746
GLT1D1	0.006921559106558561	0.0941571295261383	0.23044811189174652	0.029268309473991394	0.006924319546669722
MMP17	0.14267364144325256	0.135336235165596	0.07680714130401611	0.0	0.00625281035900116
CLMN	0.10185166448354721	0.20803427696228027	0.18400807678699493	0.014727793633937836	0.01032591424882412
LRRC25	0.05011994391679764	0.8674145340919495	0.6449652314186096	0.02910291589796543	0.07751265168190002
VNN3	0.0	0.03105059079825878	0.09894018620252609	0.0	0.00046660128282383084
SPN	0.09952922910451889	1.0357170104980469	0.5311263799667358	1.2094014883041382	0.5599241852760315
MMP23B	0.010792691260576248	0.031114328652620316	0.007758656982332468	0.43962031602859497	0.03901442140340805
GPX7	0.119473397731781	0.07432296872138977	0.014517515897750854	0.10132230818271637	0.13601656258106232
SPON2	0.03957108408212662	0.20422637462615967	0.035163067281246185	1.7660763263702393	0.15707279741764069
TNFAIP2	0.03200894221663475	1.1208548545837402	0.9085232019424438	0.007340380921959877	0.07721154391765594
SLA2	0.024300293996930122	0.05139850452542305	0.019484475255012512	0.2784115672111511	0.18427470326423645
RP11.960L18.1	0.19851328432559967	0.08268139511346817	0.04786519706249237	0.03609686344861984	0.003943157847970724
TNFAIP6	0.0018375975778326392	0.03276706859469414	0.1061682477593422	0.0	0.0013382413890212774
CD68	0.14127494394779205	1.613571286201477	1.5930554866790771	0.05815454572439194	0.1403457075357437
IL6R	0.04953906312584877	0.6982221007347107	0.45371443033218384	0.05062684789299965	0.3320336639881134
CD4	0.08355303108692169	1.1568430662155151	0.9911566972732544	0.042781803756952286	0.33395835757255554
MNDA	0.2644055187702179	2.067816972732544	2.3659627437591553	0.17627815902233124	0.23900152742862701
BCL2	0.48605793714523315	0.39167046546936035	0.06458909064531326	0.19033606350421906	0.5461397171020508
TNFRSF17	0.18136578798294067	0.010398593731224537	0.0026536183431744576	0.0	0.006512061692774296
RP11.1143G9.4	0.1566973477602005	2.1058125495910645	2.3783814907073975	0.1322944462299347	0.25104883313179016
AC006369.2	0.01552518829703331	0.04138709977269173	0.007870739325881004	0.1622256487607956	0.1801910698413849
IL32	0.535126805305481	1.3818389177322388	0.6015610694885254	1.025368094444275	2.229095935821533
NAIP	0.13173124194145203	1.0021506547927856	0.9608373641967773	0.10109803080558777	0.14294210076332092
APP	0.2424575686454773	0.567190945148468	0.4024052917957306	0.036059681326150894	0.17300084233283997
S100Z	0.010850588791072369	0.3844274580478668	0.2619803547859192	0.0072647701017558575	0.022469697520136833
TCL1A	1.6250027418136597	0.3719750940799713	0.12165959179401398	0.08293358981609344	0.11201216280460358
TIMP2	0.03177304193377495	0.6705158352851868	0.7119254469871521	0.014169959351420403	0.05450575798749924
BACH2	0.37427476048469543	0.18858423829078674	0.022078773006796837	0.0656743198633194	0.16607864201068878
ENTPD1	0.2550896108150482	0.8472592830657959	0.629851758480072	0.028928523883223534	0.06259048730134964
TRGC1	0.025278016924858093	0.14332428574562073	0.026002323254942894	0.7504860758781433	0.22369149327278137
CLEC10A	0.030504796653985977	0.5753632187843323	0.10351255536079407	0.013597825542092323	0.06295569986104965
IGLC2	1.1119242906570435	0.3198074996471405	0.10153273493051529	0.09549577534198761	0.10741645097732544
